sentiment,country,question,count
positive,Mongolia,None of the above,2
negative,Mongolia,,6
negative,Mongolia,WeÛªll lose touch with one another,0
negative,Mongolia,The loss of privacy,9
negative,Mongolia,I have no fears about a more connected future,0
negative,Mongolia,Other (please specify),5
negative,Mongolia,WeÛªll be less safe,0
positive,Egypt,,190
positive,Egypt,How much fun it will be,21
positive,Egypt,How it will make us all smarter and better educated,23
positive,Egypt,How easy it will make life,43
positive,Egypt,How it will bring the world together,11
positive,Egypt,Other (please specify),10
positive,Egypt,None of the above,9
negative,Egypt,,188
negative,Egypt,WeÛªll lose touch with one another,0
negative,Egypt,The loss of privacy,45
negative,Egypt,I have no fears about a more connected future,13
negative,Egypt,Other (please specify),13
negative,Egypt,WeÛªll be less safe,0
positive,Sweden,,9
positive,Sweden,How much fun it will be,44
positive,Sweden,How it will make us all smarter and better educated,63
positive,Sweden,How easy it will make life,71
positive,Sweden,How it will bring the world together,59
positive,Sweden,Other (please specify),27
positive,Sweden,None of the above,63
negative,Sweden,,9
negative,Sweden,WeÛªll lose touch with one another,0
negative,Sweden,The loss of privacy,175
negative,Sweden,I have no fears about a more connected future,18
negative,Sweden,Other (please specify),34
negative,Sweden,WeÛªll be less safe,0
positive,Kenya,,28
positive,Kenya,How much fun it will be,19
positive,Kenya,How it will make us all smarter and better educated,47
positive,Kenya,How easy it will make life,96
positive,Kenya,How it will bring the world together,67
positive,Kenya,Other (please specify),8
positive,Kenya,None of the above,14
negative,Kenya,,34
negative,Kenya,WeÛªll lose touch with one another,0
negative,Kenya,The loss of privacy,122
negative,Kenya,I have no fears about a more connected future,45
negative,Kenya,Other (please specify),4
negative,Kenya,WeÛªll be less safe,0
positive,Holy See (Vatican City State),,0
positive,Holy See (Vatican City State),How much fun it will be,0
positive,Holy See (Vatican City State),How it will make us all smarter and better educated,0
positive,Holy See (Vatican City State),How easy it will make life,1
positive,Holy See (Vatican City State),How it will bring the world together,0
positive,Holy See (Vatican City State),Other (please specify),0
positive,Holy See (Vatican City State),None of the above,1
negative,Holy See (Vatican City State),,0
negative,Holy See (Vatican City State),WeÛªll lose touch with one another,0
negative,Holy See (Vatican City State),The loss of privacy,0
negative,Holy See (Vatican City State),I have no fears about a more connected future,0
negative,Holy See (Vatican City State),Other (please specify),0
negative,Holy See (Vatican City State),WeÛªll be less safe,0
positive,Tonga,,0
positive,Tonga,How much fun it will be,0
positive,Tonga,How it will make us all smarter and better educated,0
positive,Tonga,How easy it will make life,0
positive,Tonga,How it will bring the world together,2
positive,Tonga,Other (please specify),0
positive,Tonga,None of the above,0
negative,Tonga,,0
negative,Tonga,WeÛªll lose touch with one another,0
negative,Tonga,The loss of privacy,1
negative,Tonga,I have no fears about a more connected future,0
negative,Tonga,Other (please specify),0
negative,Tonga,WeÛªll be less safe,0
positive,United States,,465
positive,United States,How much fun it will be,1369
positive,United States,How it will make us all smarter and better educated,3714
positive,United States,How easy it will make life,3123
positive,United States,How it will bring the world together,2826
positive,United States,Other (please specify),2386
positive,United States,None of the above,6371
negative,United States,,542
negative,United States,WeÛªll lose touch with one another,0
negative,United States,The loss of privacy,9916
negative,United States,I have no fears about a more connected future,967
negative,United States,Other (please specify),2570
negative,United States,WeÛªll be less safe,0
positive,Libya,,7
positive,Libya,How much fun it will be,0
positive,Libya,How it will make us all smarter and better educated,0
positive,Libya,How easy it will make life,0
positive,Libya,How it will bring the world together,1
positive,Libya,Other (please specify),0
positive,Libya,None of the above,0
negative,Libya,,7
negative,Libya,WeÛªll lose touch with one another,0
negative,Libya,The loss of privacy,1
negative,Libya,I have no fears about a more connected future,0
negative,Libya,Other (please specify),0
negative,Libya,WeÛªll be less safe,0
positive,Senegal,,62
positive,Senegal,How much fun it will be,6
positive,Senegal,How it will make us all smarter and better educated,36
positive,Senegal,How easy it will make life,48
positive,Senegal,How it will bring the world together,22
positive,Senegal,Other (please specify),5
positive,Senegal,None of the above,13
negative,Senegal,,60
negative,Senegal,WeÛªll lose touch with one another,0
negative,Senegal,The loss of privacy,61
negative,Senegal,I have no fears about a more connected future,11
negative,Senegal,Other (please specify),10
negative,Senegal,WeÛªll be less safe,0
positive,French Polynesia,,4
positive,French Polynesia,How much fun it will be,6
positive,French Polynesia,How it will make us all smarter and better educated,14
positive,French Polynesia,How easy it will make life,21
positive,French Polynesia,How it will bring the world together,9
positive,French Polynesia,Other (please specify),3
positive,French Polynesia,None of the above,32
negative,French Polynesia,,4
negative,French Polynesia,WeÛªll lose touch with one another,0
negative,French Polynesia,The loss of privacy,40
negative,French Polynesia,I have no fears about a more connected future,5
negative,French Polynesia,Other (please specify),9
negative,French Polynesia,WeÛªll be less safe,0
positive,Georgia,,8
positive,Georgia,How much fun it will be,1
positive,Georgia,How it will make us all smarter and better educated,3
positive,Georgia,How easy it will make life,3
positive,Georgia,How it will bring the world together,2
positive,Georgia,Other (please specify),1
positive,Georgia,None of the above,2
negative,Georgia,,9
negative,Georgia,WeÛªll lose touch with one another,0
negative,Georgia,The loss of privacy,6
negative,Georgia,I have no fears about a more connected future,0
negative,Georgia,Other (please specify),1
negative,Georgia,WeÛªll be less safe,0
positive,Syrian Arab Republic,,6
positive,Syrian Arab Republic,How much fun it will be,3
positive,Syrian Arab Republic,How it will make us all smarter and better educated,5
positive,Syrian Arab Republic,How easy it will make life,5
positive,Syrian Arab Republic,How it will bring the world together,0
positive,Syrian Arab Republic,Other (please specify),0
positive,Syrian Arab Republic,None of the above,0
negative,Syrian Arab Republic,,6
negative,Syrian Arab Republic,WeÛªll lose touch with one another,0
negative,Syrian Arab Republic,The loss of privacy,5
negative,Syrian Arab Republic,I have no fears about a more connected future,4
negative,Syrian Arab Republic,Other (please specify),0
negative,Syrian Arab Republic,WeÛªll be less safe,0
positive,Guam,,0
positive,Guam,How much fun it will be,1
positive,Guam,How it will make us all smarter and better educated,1
positive,Guam,How easy it will make life,0
positive,Guam,How it will bring the world together,1
positive,Guam,Other (please specify),0
positive,Guam,None of the above,0
negative,Guam,,0
negative,Guam,WeÛªll lose touch with one another,0
negative,Guam,The loss of privacy,0
negative,Guam,I have no fears about a more connected future,0
negative,Guam,Other (please specify),1
negative,Guam,WeÛªll be less safe,0
positive,Austria,,83
positive,Austria,How much fun it will be,182
positive,Austria,How it will make us all smarter and better educated,253
positive,Austria,How easy it will make life,511
positive,Austria,How it will bring the world together,373
positive,Austria,Other (please specify),106
positive,Austria,None of the above,647
negative,Austria,,80
negative,Austria,WeÛªll lose touch with one another,0
negative,Austria,The loss of privacy,1035
negative,Austria,I have no fears about a more connected future,158
negative,Austria,Other (please specify),185
negative,Austria,WeÛªll be less safe,0
positive,Malta,,2
positive,Malta,How much fun it will be,6
positive,Malta,How it will make us all smarter and better educated,6
positive,Malta,How easy it will make life,12
positive,Malta,How it will bring the world together,4
positive,Malta,Other (please specify),3
positive,Malta,None of the above,11
negative,Malta,,2
negative,Malta,WeÛªll lose touch with one another,0
negative,Malta,The loss of privacy,16
negative,Malta,I have no fears about a more connected future,4
negative,Malta,Other (please specify),3
negative,Malta,WeÛªll be less safe,0
positive,Fiji,,0
positive,Fiji,How much fun it will be,1
positive,Fiji,How it will make us all smarter and better educated,4
positive,Fiji,How easy it will make life,6
positive,Fiji,How it will bring the world together,2
positive,Fiji,Other (please specify),0
positive,Fiji,None of the above,4
negative,Fiji,,0
negative,Fiji,WeÛªll lose touch with one another,0
negative,Fiji,The loss of privacy,13
negative,Fiji,I have no fears about a more connected future,2
negative,Fiji,Other (please specify),0
negative,Fiji,WeÛªll be less safe,0
positive,Ecuador,,145
positive,Ecuador,How much fun it will be,209
positive,Ecuador,How it will make us all smarter and better educated,220
positive,Ecuador,How easy it will make life,308
positive,Ecuador,How it will bring the world together,182
positive,Ecuador,Other (please specify),91
positive,Ecuador,None of the above,186
negative,Ecuador,,164
negative,Ecuador,WeÛªll lose touch with one another,0
negative,Ecuador,The loss of privacy,522
negative,Ecuador,I have no fears about a more connected future,141
negative,Ecuador,Other (please specify),72
negative,Ecuador,WeÛªll be less safe,0
positive,Virgin Islands, U.S.,,0
positive,Virgin Islands, U.S.,How much fun it will be,0
positive,Virgin Islands, U.S.,How it will make us all smarter and better educated,1
positive,Virgin Islands, U.S.,How easy it will make life,2
positive,Virgin Islands, U.S.,How it will bring the world together,1
positive,Virgin Islands, U.S.,Other (please specify),0
positive,Virgin Islands, U.S.,None of the above,0
negative,Virgin Islands, U.S.,,0
negative,Virgin Islands, U.S.,WeÛªll lose touch with one another,0
negative,Virgin Islands, U.S.,The loss of privacy,1
negative,Virgin Islands, U.S.,I have no fears about a more connected future,1
negative,Virgin Islands, U.S.,Other (please specify),0
negative,Virgin Islands, U.S.,WeÛªll be less safe,0
positive,Cameroon,,49
positive,Cameroon,How much fun it will be,8
positive,Cameroon,How it will make us all smarter and better educated,48
positive,Cameroon,How easy it will make life,79
positive,Cameroon,How it will bring the world together,44
positive,Cameroon,Other (please specify),18
positive,Cameroon,None of the above,26
negative,Cameroon,,50
negative,Cameroon,WeÛªll lose touch with one another,0
negative,Cameroon,The loss of privacy,103
negative,Cameroon,I have no fears about a more connected future,25
negative,Cameroon,Other (please specify),18
negative,Cameroon,WeÛªll be less safe,0
positive,Macedonia,,8
positive,Macedonia,How much fun it will be,4
positive,Macedonia,How it will make us all smarter and better educated,6
positive,Macedonia,How easy it will make life,9
positive,Macedonia,How it will bring the world together,1
positive,Macedonia,Other (please specify),1
positive,Macedonia,None of the above,7
negative,Macedonia,,7
negative,Macedonia,WeÛªll lose touch with one another,0
negative,Macedonia,The loss of privacy,12
negative,Macedonia,I have no fears about a more connected future,3
negative,Macedonia,Other (please specify),1
negative,Macedonia,WeÛªll be less safe,0
positive,Macau,,0
positive,Macau,How much fun it will be,0
positive,Macau,How it will make us all smarter and better educated,0
positive,Macau,How easy it will make life,2
positive,Macau,How it will bring the world together,0
positive,Macau,Other (please specify),0
positive,Macau,None of the above,1
negative,Macau,,0
negative,Macau,WeÛªll lose touch with one another,0
negative,Macau,The loss of privacy,1
negative,Macau,I have no fears about a more connected future,1
negative,Macau,Other (please specify),0
negative,Macau,WeÛªll be less safe,0
positive,Tanzania, United Republic of,,22
positive,Tanzania, United Republic of,How much fun it will be,6
positive,Tanzania, United Republic of,How it will make us all smarter and better educated,5
positive,Tanzania, United Republic of,How easy it will make life,18
positive,Tanzania, United Republic of,How it will bring the world together,14
positive,Tanzania, United Republic of,Other (please specify),2
positive,Tanzania, United Republic of,None of the above,5
negative,Tanzania, United Republic of,,22
negative,Tanzania, United Republic of,WeÛªll lose touch with one another,0
negative,Tanzania, United Republic of,The loss of privacy,21
negative,Tanzania, United Republic of,I have no fears about a more connected future,11
negative,Tanzania, United Republic of,Other (please specify),2
negative,Tanzania, United Republic of,WeÛªll be less safe,0
positive,Lao People's Democratic Republic,,12
positive,Lao People's Democratic Republic,How much fun it will be,0
positive,Lao People's Democratic Republic,How it will make us all smarter and better educated,1
positive,Lao People's Democratic Republic,How easy it will make life,4
positive,Lao People's Democratic Republic,How it will bring the world together,1
positive,Lao People's Democratic Republic,Other (please specify),0
positive,Lao People's Democratic Republic,None of the above,0
negative,Lao People's Democratic Republic,,12
negative,Lao People's Democratic Republic,WeÛªll lose touch with one another,0
negative,Lao People's Democratic Republic,The loss of privacy,4
negative,Lao People's Democratic Republic,I have no fears about a more connected future,2
negative,Lao People's Democratic Republic,Other (please specify),0
negative,Lao People's Democratic Republic,WeÛªll be less safe,0
positive,Marshall Islands,,0
positive,Marshall Islands,How much fun it will be,0
positive,Marshall Islands,How it will make us all smarter and better educated,0
positive,Marshall Islands,How easy it will make life,0
positive,Marshall Islands,How it will bring the world together,0
positive,Marshall Islands,Other (please specify),1
positive,Marshall Islands,None of the above,0
negative,Marshall Islands,,0
negative,Marshall Islands,WeÛªll lose touch with one another,0
negative,Marshall Islands,The loss of privacy,0
negative,Marshall Islands,I have no fears about a more connected future,0
negative,Marshall Islands,Other (please specify),1
negative,Marshall Islands,WeÛªll be less safe,0
positive,Mozambique,,6
positive,Mozambique,How much fun it will be,5
positive,Mozambique,How it will make us all smarter and better educated,3
positive,Mozambique,How easy it will make life,8
positive,Mozambique,How it will bring the world together,1
positive,Mozambique,Other (please specify),0
positive,Mozambique,None of the above,4
negative,Mozambique,,6
negative,Mozambique,WeÛªll lose touch with one another,0
negative,Mozambique,The loss of privacy,7
negative,Mozambique,I have no fears about a more connected future,5
negative,Mozambique,Other (please specify),1
negative,Mozambique,WeÛªll be less safe,0
positive,Bahrain,,3
positive,Bahrain,How much fun it will be,1
positive,Bahrain,How it will make us all smarter and better educated,3
positive,Bahrain,How easy it will make life,8
positive,Bahrain,How it will bring the world together,3
positive,Bahrain,Other (please specify),0
positive,Bahrain,None of the above,2
negative,Bahrain,,3
negative,Bahrain,WeÛªll lose touch with one another,0
negative,Bahrain,The loss of privacy,11
negative,Bahrain,I have no fears about a more connected future,1
negative,Bahrain,Other (please specify),1
negative,Bahrain,WeÛªll be less safe,0
positive,Cayman Islands,,0
positive,Cayman Islands,How much fun it will be,0
positive,Cayman Islands,How it will make us all smarter and better educated,0
positive,Cayman Islands,How easy it will make life,1
positive,Cayman Islands,How it will bring the world together,0
positive,Cayman Islands,Other (please specify),0
positive,Cayman Islands,None of the above,1
negative,Cayman Islands,,0
negative,Cayman Islands,WeÛªll lose touch with one another,0
negative,Cayman Islands,The loss of privacy,0
negative,Cayman Islands,I have no fears about a more connected future,0
negative,Cayman Islands,Other (please specify),0
negative,Cayman Islands,WeÛªll be less safe,0
positive,Guernsey,,0
positive,Guernsey,How much fun it will be,1
positive,Guernsey,How it will make us all smarter and better educated,4
positive,Guernsey,How easy it will make life,1
positive,Guernsey,How it will bring the world together,2
positive,Guernsey,Other (please specify),1
positive,Guernsey,None of the above,3
negative,Guernsey,,0
negative,Guernsey,WeÛªll lose touch with one another,0
negative,Guernsey,The loss of privacy,5
negative,Guernsey,I have no fears about a more connected future,2
negative,Guernsey,Other (please specify),0
negative,Guernsey,WeÛªll be less safe,0
positive,Turkey,,12
positive,Turkey,How much fun it will be,17
positive,Turkey,How it will make us all smarter and better educated,29
positive,Turkey,How easy it will make life,37
positive,Turkey,How it will bring the world together,28
positive,Turkey,Other (please specify),10
positive,Turkey,None of the above,26
negative,Turkey,,14
negative,Turkey,WeÛªll lose touch with one another,0
negative,Turkey,The loss of privacy,74
negative,Turkey,I have no fears about a more connected future,13
negative,Turkey,Other (please specify),11
negative,Turkey,WeÛªll be less safe,0
positive,Burkina Faso,,15
positive,Burkina Faso,How much fun it will be,0
positive,Burkina Faso,How it will make us all smarter and better educated,9
positive,Burkina Faso,How easy it will make life,14
positive,Burkina Faso,How it will bring the world together,15
positive,Burkina Faso,Other (please specify),4
positive,Burkina Faso,None of the above,11
negative,Burkina Faso,,16
negative,Burkina Faso,WeÛªll lose touch with one another,0
negative,Burkina Faso,The loss of privacy,20
negative,Burkina Faso,I have no fears about a more connected future,5
negative,Burkina Faso,Other (please specify),6
negative,Burkina Faso,WeÛªll be less safe,0
positive,Azerbaijan,,1
positive,Azerbaijan,How much fun it will be,1
positive,Azerbaijan,How it will make us all smarter and better educated,0
positive,Azerbaijan,How easy it will make life,2
positive,Azerbaijan,How it will bring the world together,0
positive,Azerbaijan,Other (please specify),0
positive,Azerbaijan,None of the above,0
negative,Azerbaijan,,2
negative,Azerbaijan,WeÛªll lose touch with one another,0
negative,Azerbaijan,The loss of privacy,0
negative,Azerbaijan,I have no fears about a more connected future,1
negative,Azerbaijan,Other (please specify),0
negative,Azerbaijan,WeÛªll be less safe,0
positive,Saint Lucia,,0
positive,Saint Lucia,How much fun it will be,0
positive,Saint Lucia,How it will make us all smarter and better educated,1
positive,Saint Lucia,How easy it will make life,0
positive,Saint Lucia,How it will bring the world together,0
positive,Saint Lucia,Other (please specify),0
positive,Saint Lucia,None of the above,1
negative,Saint Lucia,,0
negative,Saint Lucia,WeÛªll lose touch with one another,0
negative,Saint Lucia,The loss of privacy,1
negative,Saint Lucia,I have no fears about a more connected future,0
negative,Saint Lucia,Other (please specify),0
negative,Saint Lucia,WeÛªll be less safe,0
positive,Saudi Arabia,,26
positive,Saudi Arabia,How much fun it will be,12
positive,Saudi Arabia,How it will make us all smarter and better educated,21
positive,Saudi Arabia,How easy it will make life,24
positive,Saudi Arabia,How it will bring the world together,11
positive,Saudi Arabia,Other (please specify),5
positive,Saudi Arabia,None of the above,8
negative,Saudi Arabia,,28
negative,Saudi Arabia,WeÛªll lose touch with one another,0
negative,Saudi Arabia,The loss of privacy,29
negative,Saudi Arabia,I have no fears about a more connected future,5
negative,Saudi Arabia,Other (please specify),2
negative,Saudi Arabia,WeÛªll be less safe,0
positive,El Salvador,,22
positive,El Salvador,How much fun it will be,47
positive,El Salvador,How it will make us all smarter and better educated,66
positive,El Salvador,How easy it will make life,102
positive,El Salvador,How it will bring the world together,52
positive,El Salvador,Other (please specify),23
positive,El Salvador,None of the above,57
negative,El Salvador,,20
negative,El Salvador,WeÛªll lose touch with one another,0
negative,El Salvador,The loss of privacy,157
negative,El Salvador,I have no fears about a more connected future,36
negative,El Salvador,Other (please specify),21
negative,El Salvador,WeÛªll be less safe,0
positive,Poland,,9
positive,Poland,How much fun it will be,21
positive,Poland,How it will make us all smarter and better educated,34
positive,Poland,How easy it will make life,55
positive,Poland,How it will bring the world together,29
positive,Poland,Other (please specify),18
positive,Poland,None of the above,28
negative,Poland,,10
negative,Poland,WeÛªll lose touch with one another,0
negative,Poland,The loss of privacy,99
negative,Poland,I have no fears about a more connected future,7
negative,Poland,Other (please specify),22
negative,Poland,WeÛªll be less safe,0
positive,Kazakhstan,,0
positive,Kazakhstan,How much fun it will be,0
positive,Kazakhstan,How it will make us all smarter and better educated,4
positive,Kazakhstan,How easy it will make life,3
positive,Kazakhstan,How it will bring the world together,1
positive,Kazakhstan,Other (please specify),1
positive,Kazakhstan,None of the above,0
negative,Kazakhstan,,0
negative,Kazakhstan,WeÛªll lose touch with one another,0
negative,Kazakhstan,The loss of privacy,4
negative,Kazakhstan,I have no fears about a more connected future,0
negative,Kazakhstan,Other (please specify),0
negative,Kazakhstan,WeÛªll be less safe,0
positive,Bolivia,,49
positive,Bolivia,How much fun it will be,64
positive,Bolivia,How it will make us all smarter and better educated,70
positive,Bolivia,How easy it will make life,104
positive,Bolivia,How it will bring the world together,52
positive,Bolivia,Other (please specify),29
positive,Bolivia,None of the above,62
negative,Bolivia,,51
negative,Bolivia,WeÛªll lose touch with one another,0
negative,Bolivia,The loss of privacy,162
negative,Bolivia,I have no fears about a more connected future,57
negative,Bolivia,Other (please specify),20
negative,Bolivia,WeÛªll be less safe,0
positive,Benin,,15
positive,Benin,How much fun it will be,6
positive,Benin,How it will make us all smarter and better educated,16
positive,Benin,How easy it will make life,17
positive,Benin,How it will bring the world together,22
positive,Benin,Other (please specify),5
positive,Benin,None of the above,9
negative,Benin,,18
negative,Benin,WeÛªll lose touch with one another,0
negative,Benin,The loss of privacy,27
negative,Benin,I have no fears about a more connected future,11
negative,Benin,Other (please specify),6
negative,Benin,WeÛªll be less safe,0
positive,Montenegro,,4
positive,Montenegro,How much fun it will be,1
positive,Montenegro,How it will make us all smarter and better educated,3
positive,Montenegro,How easy it will make life,4
positive,Montenegro,How it will bring the world together,2
positive,Montenegro,Other (please specify),2
positive,Montenegro,None of the above,1
negative,Montenegro,,3
negative,Montenegro,WeÛªll lose touch with one another,0
negative,Montenegro,The loss of privacy,7
negative,Montenegro,I have no fears about a more connected future,3
negative,Montenegro,Other (please specify),1
negative,Montenegro,WeÛªll be less safe,0
positive,Tajikistan,,0
positive,Tajikistan,How much fun it will be,0
positive,Tajikistan,How it will make us all smarter and better educated,0
positive,Tajikistan,How easy it will make life,1
positive,Tajikistan,How it will bring the world together,0
positive,Tajikistan,Other (please specify),0
positive,Tajikistan,None of the above,0
negative,Tajikistan,,0
negative,Tajikistan,WeÛªll lose touch with one another,0
negative,Tajikistan,The loss of privacy,1
negative,Tajikistan,I have no fears about a more connected future,0
negative,Tajikistan,Other (please specify),0
negative,Tajikistan,WeÛªll be less safe,0
positive,Anguilla,,0
positive,Anguilla,How much fun it will be,0
positive,Anguilla,How it will make us all smarter and better educated,1
positive,Anguilla,How easy it will make life,0
positive,Anguilla,How it will bring the world together,0
positive,Anguilla,Other (please specify),0
positive,Anguilla,None of the above,0
negative,Anguilla,,0
negative,Anguilla,WeÛªll lose touch with one another,0
negative,Anguilla,The loss of privacy,0
negative,Anguilla,I have no fears about a more connected future,0
negative,Anguilla,Other (please specify),0
negative,Anguilla,WeÛªll be less safe,0
positive,Saint Vincent and the Grenadines,,0
positive,Saint Vincent and the Grenadines,How much fun it will be,0
positive,Saint Vincent and the Grenadines,How it will make us all smarter and better educated,1
positive,Saint Vincent and the Grenadines,How easy it will make life,0
positive,Saint Vincent and the Grenadines,How it will bring the world together,0
positive,Saint Vincent and the Grenadines,Other (please specify),0
positive,Saint Vincent and the Grenadines,None of the above,0
negative,Saint Vincent and the Grenadines,,0
negative,Saint Vincent and the Grenadines,WeÛªll lose touch with one another,0
negative,Saint Vincent and the Grenadines,The loss of privacy,1
negative,Saint Vincent and the Grenadines,I have no fears about a more connected future,0
negative,Saint Vincent and the Grenadines,Other (please specify),0
negative,Saint Vincent and the Grenadines,WeÛªll be less safe,0
positive,Algeria,,446
positive,Algeria,How much fun it will be,38
positive,Algeria,How it will make us all smarter and better educated,148
positive,Algeria,How easy it will make life,215
positive,Algeria,How it will bring the world together,108
positive,Algeria,Other (please specify),43
positive,Algeria,None of the above,116
negative,Algeria,,429
negative,Algeria,WeÛªll lose touch with one another,0
negative,Algeria,The loss of privacy,236
negative,Algeria,I have no fears about a more connected future,93
negative,Algeria,Other (please specify),44
negative,Algeria,WeÛªll be less safe,0
positive,Australia,,39
positive,Australia,How much fun it will be,181
positive,Australia,How it will make us all smarter and better educated,444
positive,Australia,How easy it will make life,383
positive,Australia,How it will bring the world together,408
positive,Australia,Other (please specify),265
positive,Australia,None of the above,735
negative,Australia,,48
negative,Australia,WeÛªll lose touch with one another,0
negative,Australia,The loss of privacy,1161
negative,Australia,I have no fears about a more connected future,166
negative,Australia,Other (please specify),297
negative,Australia,WeÛªll be less safe,0
positive,Armenia,,2
positive,Armenia,How much fun it will be,0
positive,Armenia,How it will make us all smarter and better educated,3
positive,Armenia,How easy it will make life,1
positive,Armenia,How it will bring the world together,1
positive,Armenia,Other (please specify),1
positive,Armenia,None of the above,2
negative,Armenia,,2
negative,Armenia,WeÛªll lose touch with one another,0
negative,Armenia,The loss of privacy,3
negative,Armenia,I have no fears about a more connected future,0
negative,Armenia,Other (please specify),1
negative,Armenia,WeÛªll be less safe,0
positive,Gibraltar,,0
positive,Gibraltar,How much fun it will be,0
positive,Gibraltar,How it will make us all smarter and better educated,0
positive,Gibraltar,How easy it will make life,1
positive,Gibraltar,How it will bring the world together,0
positive,Gibraltar,Other (please specify),0
positive,Gibraltar,None of the above,1
negative,Gibraltar,,0
negative,Gibraltar,WeÛªll lose touch with one another,0
negative,Gibraltar,The loss of privacy,1
negative,Gibraltar,I have no fears about a more connected future,0
negative,Gibraltar,Other (please specify),0
negative,Gibraltar,WeÛªll be less safe,0
positive,Malaysia,,36
positive,Malaysia,How much fun it will be,31
positive,Malaysia,How it will make us all smarter and better educated,59
positive,Malaysia,How easy it will make life,95
positive,Malaysia,How it will bring the world together,58
positive,Malaysia,Other (please specify),15
positive,Malaysia,None of the above,31
negative,Malaysia,,38
negative,Malaysia,WeÛªll lose touch with one another,0
negative,Malaysia,The loss of privacy,147
negative,Malaysia,I have no fears about a more connected future,29
negative,Malaysia,Other (please specify),19
negative,Malaysia,WeÛªll be less safe,0
positive,Madagascar,,35
positive,Madagascar,How much fun it will be,12
positive,Madagascar,How it will make us all smarter and better educated,50
positive,Madagascar,How easy it will make life,37
positive,Madagascar,How it will bring the world together,15
positive,Madagascar,Other (please specify),9
positive,Madagascar,None of the above,29
negative,Madagascar,,32
negative,Madagascar,WeÛªll lose touch with one another,0
negative,Madagascar,The loss of privacy,54
negative,Madagascar,I have no fears about a more connected future,16
negative,Madagascar,Other (please specify),8
negative,Madagascar,WeÛªll be less safe,0
positive,Trinidad and Tobago,,1
positive,Trinidad and Tobago,How much fun it will be,3
positive,Trinidad and Tobago,How it will make us all smarter and better educated,6
positive,Trinidad and Tobago,How easy it will make life,9
positive,Trinidad and Tobago,How it will bring the world together,6
positive,Trinidad and Tobago,Other (please specify),0
positive,Trinidad and Tobago,None of the above,8
negative,Trinidad and Tobago,,1
negative,Trinidad and Tobago,WeÛªll lose touch with one another,0
negative,Trinidad and Tobago,The loss of privacy,19
negative,Trinidad and Tobago,I have no fears about a more connected future,3
negative,Trinidad and Tobago,Other (please specify),1
negative,Trinidad and Tobago,WeÛªll be less safe,0
positive,Angola,,11
positive,Angola,How much fun it will be,1
positive,Angola,How it will make us all smarter and better educated,2
positive,Angola,How easy it will make life,7
positive,Angola,How it will bring the world together,3
positive,Angola,Other (please specify),2
positive,Angola,None of the above,3
negative,Angola,,12
negative,Angola,WeÛªll lose touch with one another,0
negative,Angola,The loss of privacy,3
negative,Angola,I have no fears about a more connected future,4
negative,Angola,Other (please specify),1
negative,Angola,WeÛªll be less safe,0
positive,Indonesia,,457
positive,Indonesia,How much fun it will be,100
positive,Indonesia,How it will make us all smarter and better educated,228
positive,Indonesia,How easy it will make life,269
positive,Indonesia,How it will bring the world together,91
positive,Indonesia,Other (please specify),41
positive,Indonesia,None of the above,51
negative,Indonesia,,476
negative,Indonesia,WeÛªll lose touch with one another,0
negative,Indonesia,The loss of privacy,326
negative,Indonesia,I have no fears about a more connected future,87
negative,Indonesia,Other (please specify),41
negative,Indonesia,WeÛªll be less safe,0
positive,Vietnam,,49
positive,Vietnam,How much fun it will be,11
positive,Vietnam,How it will make us all smarter and better educated,21
positive,Vietnam,How easy it will make life,32
positive,Vietnam,How it will bring the world together,14
positive,Vietnam,Other (please specify),4
positive,Vietnam,None of the above,9
negative,Vietnam,,48
negative,Vietnam,WeÛªll lose touch with one another,0
negative,Vietnam,The loss of privacy,48
negative,Vietnam,I have no fears about a more connected future,5
negative,Vietnam,Other (please specify),7
negative,Vietnam,WeÛªll be less safe,0
positive,United Kingdom,,118
positive,United Kingdom,How much fun it will be,356
positive,United Kingdom,How it will make us all smarter and better educated,857
positive,United Kingdom,How easy it will make life,902
positive,United Kingdom,How it will bring the world together,805
positive,United Kingdom,Other (please specify),431
positive,United Kingdom,None of the above,1620
negative,United Kingdom,,113
negative,United Kingdom,WeÛªll lose touch with one another,0
negative,United Kingdom,The loss of privacy,2345
negative,United Kingdom,I have no fears about a more connected future,249
negative,United Kingdom,Other (please specify),572
negative,United Kingdom,WeÛªll be less safe,0
positive,Cuba,,9
positive,Cuba,How much fun it will be,13
positive,Cuba,How it will make us all smarter and better educated,17
positive,Cuba,How easy it will make life,31
positive,Cuba,How it will bring the world together,21
positive,Cuba,Other (please specify),10
positive,Cuba,None of the above,6
negative,Cuba,,10
negative,Cuba,WeÛªll lose touch with one another,0
negative,Cuba,The loss of privacy,45
negative,Cuba,I have no fears about a more connected future,21
negative,Cuba,Other (please specify),5
negative,Cuba,WeÛªll be less safe,0
positive,Rwanda,,8
positive,Rwanda,How much fun it will be,2
positive,Rwanda,How it will make us all smarter and better educated,4
positive,Rwanda,How easy it will make life,2
positive,Rwanda,How it will bring the world together,3
positive,Rwanda,Other (please specify),0
positive,Rwanda,None of the above,3
negative,Rwanda,,8
negative,Rwanda,WeÛªll lose touch with one another,0
negative,Rwanda,The loss of privacy,7
negative,Rwanda,I have no fears about a more connected future,5
negative,Rwanda,Other (please specify),0
negative,Rwanda,WeÛªll be less safe,0
positive,United Arab Emirates,,25
